,bodyid,flywire_type,group,instance,soma_side,status,superclass,type,user,halfbrain_body,itolee_hl,old_type,birthtime,manc_bodyid,manc_group,manc_type,soma_neuromere,truman_hl,class,entry_nerve,root_side,assigned_ol_hex1,assigned_ol_hex2,hemibrain_type,notes,dimorphism,hemibrain_bodyid,exit_nerve,manc_serial,mcns_serial,subclass,fru_dsx,synonyms,serial_motif,matching_notes,flywire_id,location_type,cell_body_fiber,auto,cell_type,side,idx
593,68906,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,13087.0
610,173021,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,33187.0
613,103734,,22958.0,Dm9_L,L,Primary Anchor,optic,Dm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm9,left,20873.0
616,552249,,17936.0,Cm6_L,L,Primary Anchor,optic,Cm6,takemuras,,,Mi19,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm6,left,47496.0
617,81017,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,15769.0
627,545654,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,45982.0
629,122991,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,25254.0
632,34028,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,5091.0
635,541766,LC12,11692.0,LC12_L,L,Prelim Roughly traced,visual_projection,LC12,takemuras,,,,,,,,,,,,,,,LC12,,,,,,,,,,,,,,,False,LC12,left,44674.0
636,150078,,52696.0,Cm1_L,L,Primary Anchor,optic,Cm1,takemuras,,,Mi25a,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm1,left,30413.0
640,43122,,11524.0,TmY19a_L,L,Primary Anchor,optic,TmY19a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY19a,left,7161.0
647,104654,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,21098.0
650,533239,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,42588.0
653,542828,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,45053.0
656,61676,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,11438.0
657,81719,,14358.0,LLPC1_L,L,Prelim Roughly traced,visual_projection,LLPC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LLPC1,left,15927.0
658,88061,LC10c,17693.0,LC10c-1_L,L,Prelim Roughly traced,visual_projection,LC10c-1,,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10c-1,left,17317.0
662,534385,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,43024.0
665,525159,,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,40357.0
674,527172,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,40940.0
677,64439,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,12085.0
688,94563,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,18750.0
689,14228,Dm13,11273.0,Dm13_L,L,Prelim Roughly traced,optic,Dm13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm13,left,587.0
695,537102,CB3820,14457.0,MeLo11_L,L,Primary Anchor,optic,MeLo11,takemuras,,,ML11,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo11,left,43851.0
696,549020,L4,11062.0,L4_L,L,Primary Anchor,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,46682.0
712,62656,Tm5c,18223.0,Tm5c_L,L,Primary Anchor,optic,Tm5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5c,left,11651.0
714,107587,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,21728.0
717,172175,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,33105.0
719,403212,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,36678.0
723,72425,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,13855.0
725,40601,Tlp1,15432.0,Tlp12_L,L,Primary Anchor,optic,Tlp12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tlp12,left,6537.0
735,129282,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,26603.0
740,117437,,62530.0,Li18b_L,L,Primary Anchor,optic,Li18b,takemuras,,,,,,,,,,,,,,,Li13,,,,,,,,,,,,,,,False,Li18b,left,24019.0
751,104506,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,21060.0
752,144883,Tm12,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,29569.0
757,168107,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,32697.0
761,515267,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,37649.0
765,116668,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,23835.0
772,118170,Mi10,19137.0,Mi10_L,L,Prelim Roughly traced,optic,Mi10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi10,left,24177.0
773,125426,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,25778.0
775,530959,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,41776.0
776,75931,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,14644.0
778,24375,,15159.0,Cm25_L,L,Primary Anchor,optic,Cm25,takemuras,,,Mti5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm25,left,2838.0
784,36121,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,5550.0
789,79598,Dm8,18363.0,Dm8a_L,L,Primary Anchor,optic,Dm8a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8a,left,15458.0
796,92997,T1,12970.0,T1_L,L,Primary Anchor,optic,T1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,18386.0
800,129042,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,26544.0
804,61445,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,11382.0
806,126581,,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,26026.0
810,95750,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,19028.0
817,219180,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,36369.0
819,131427,Dm3,24233.0,Dm3c_L,L,Primary Anchor,optic,Dm3c,takemuras,,,Dm3b,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3c,left,27045.0
826,57078,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,10407.0
829,119210,,23239.0,LC10e_L,L,Prelim Roughly traced,visual_projection,LC10e,phillipse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10e,left,24425.0
849,86772,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,17058.0
850,158929,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,31604.0
851,57584,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,10525.0
858,110195,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,22347.0
868,49427,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,8631.0
875,32415,Pm1,16846.0,Pm1_L,L,Prelim Roughly traced,optic,Pm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm1,left,4703.0
888,139424,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,28589.0
895,542248,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,44836.0
902,516707,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,38169.0
904,61213,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,11327.0
914,73186,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,14032.0
916,122679,LC20a,43481.0,LC20a_L,L,Prelim Roughly traced,visual_projection,LC20a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC20a,left,25177.0
917,139539,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,28608.0
918,544664,LC31a,14318.0,LC31a_L,L,Prelim Roughly traced,visual_projection,LC31a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC31a,left,45689.0
923,515404,LC17,13253.0,LC17_L,L,Prelim Roughly traced,visual_projection,LC17,takemuras,,VPNv1,,,,,,,,,,,,,LC17,,,,,,,,,,,,,,,False,LC17,left,37691.0
944,547234,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,46345.0
947,531619,LLPC1,14358.0,LLPC1_L,L,Prelim Roughly traced,visual_projection,LLPC1,takemuras,,,,,,,,,,,,,,,LLPC1,,,,,,,,,,,,,,,False,LLPC1,left,42032.0
948,150380,,81186.0,Cm4_L,L,Primary Anchor,optic,Cm4,takemuras,,,Mi24,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm4,left,30453.0
949,535671,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,43490.0
950,26871,Tlp1,15432.0,Tlp12_L,L,Primary Anchor,optic,Tlp12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tlp12,left,3414.0
952,544003,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,45476.0
958,40366,CB3819,15056.0,Li14_L,L,Primary Anchor,optic,Li14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li14,left,6481.0
961,83803,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,16391.0
965,536942,Dm8,18363.0,Dm8a_L,L,Primary Anchor,optic,Dm8a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8a,left,43800.0
967,194912,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,35022.0
968,46747,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,8050.0
970,57825,TmY9,15767.0,TmY9a_L,L,Primary Anchor,optic,TmY9a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9a,left,10591.0
972,575518,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,48371.0
976,548720,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,46617.0
983,29540,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,4063.0
987,116812,Tm9,16250.0,Tm9_L,L,Primary Anchor,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,23866.0
992,549071,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,46697.0
997,524691,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,40221.0
998,138636,Dm3,17463.0,Dm3b_L,L,Primary Anchor,optic,Dm3b,takemuras,,,Dm3a-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3b,left,28439.0
999,539070,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,44132.0
1002,81113,Dm15,14388.0,Dm15_L,L,Prelim Roughly traced,optic,Dm15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm15,left,15793.0
1003,210490,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,36033.0
1009,534935,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,43232.0
1011,532358,CB3836,12096.0,MeLo2_L,L,Prelim Roughly traced,optic,MeLo2,takemuras,,,ML2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo2,left,42279.0
1014,129662,,20855.0,LPi3a_L,L,Primary Anchor,optic,LPi3a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPi3a,left,26682.0
1017,145758,LC10b,33381.0,LC10b_L,L,Prelim Roughly traced,visual_projection,LC10b,,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10b,left,29721.0
1022,87701,Pm4,14845.0,Pm4_L,L,Prelim Roughly traced,optic,Pm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm4,left,17237.0
1023,12328,Nod5,11225.0,Nod5_R,R,Roughly traced,visual_projection,Nod5,,,putative_primary,,early,,,,,,,,,,,,,,,,,,,,,,,,,,False,Nod5,right,325.0
1029,542046,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,44747.0
1033,519600,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,39291.0
1039,64936,CB3833,14167.0,MeLo1_L,L,Prelim Roughly traced,optic,MeLo1,takemuras,,,ML1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo1,left,12190.0
1042,104563,,13469.0,Tm29_L,L,Prelim Roughly traced,optic,Tm29,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm29,left,21075.0
1043,32672,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,4771.0
1048,194526,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,34993.0
1051,535202,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,43292.0
1052,42718,LC12,11692.0,LC12_L,L,Prelim Roughly traced,visual_projection,LC12,takemuras,,,,,,,,,,,,,,,LC12,,,,,,,,,,,,,,,False,LC12,left,7059.0
1065,532102,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,42177.0
1068,515983,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,37902.0
1071,212331,,81186.0,Cm4_L,L,Primary Anchor,optic,Cm4,takemuras,,,Mi24,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm4,left,36126.0
1076,581142,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,48654.0
1077,24715,TmY14,11899.0,TmY14_L,L,Prelim Roughly traced,visual_projection,TmY14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY14,left,2910.0
1078,81490,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,15874.0
1080,167189,,49484.0,Li22_L,L,Primary Anchor,optic,Li22,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li22,left,32602.0
1081,547416,T1,12970.0,T1_L,L,Prelim Roughly traced,optic,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,46362.0
1083,71477,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,13643.0
1086,22652,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,2404.0
1095,136649,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,28076.0
1105,112737,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,22910.0
1108,533102,LC26,15834.0,LC26_L,L,Prelim Roughly traced,visual_projection,LC26,takemuras,,,,,,,,,,,,,,,LC26,,,,,,,,,,,,,,,False,LC26,left,42531.0
1115,543988,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,45471.0
1116,27263,,,,L,Prelim Roughly traced,visual_centrifugal,LT70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LT70,left,3501.0
1120,187711,,52696.0,Cm1_L,L,Primary Anchor,optic,Cm1,takemuras,,,Mi25a,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm1,left,34427.0
1122,16453,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,1012.0
1123,193729,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,34937.0
1124,38905,CB3837,38905.0,Li18a_L,L,Primary Anchor,optic,Li18a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li18a,left,6149.0
1125,92354,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,18247.0
1132,44084,LC15,17393.0,LC15_L,L,Prelim Roughly traced,visual_projection,LC15,takemuras,,,,,,,,,,,,,,,LC15,,,,,,,,,,,,,,,False,LC15,left,7396.0
1146,138620,,52696.0,Cm1_L,L,Primary Anchor,optic,Cm1,takemuras,,,Mi25a,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm1,left,28436.0
1154,143917,LTe43,26714.0,LoVP83_L,L,Roughly traced,visual_projection,LoVP83,takemuras,,VLPd&p1_posterior,,,,,,,,,,,,,AOTU044,,,,,,,,,,,,,,,False,LoVP83,left,29418.0
1157,536895,L5,14999.0,L5_L,L,Primary Anchor,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,43787.0
1158,49360,LC10a,10573.0,LC10a_L,L,Prelim Roughly traced,visual_projection,LC10a,,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10a,left,8608.0
1160,540510,L5,14999.0,L5_L,L,Primary Anchor,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,44533.0
1161,552391,Dm3,24233.0,Dm3c_L,L,Primary Anchor,optic,Dm3c,takemuras,,,Dm3b,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3c,left,47517.0
1174,112459,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,22848.0
1176,135096,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,27805.0
1186,48564,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,8449.0
1187,515987,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,37906.0
1217,514113,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,37258.0
1230,164044,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,32256.0
1232,136346,Tm5a,17943.0,Tm5a_L,L,Primary Anchor,optic,Tm5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5a,left,28017.0
1233,140445,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,28789.0
1239,527087,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,40909.0
1244,53415,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,9536.0
1245,83382,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,16313.0
1247,517546,Dm15,14388.0,Dm15_L,L,Prelim Roughly traced,optic,Dm15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm15,left,38495.0
1248,97243,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,19385.0
1251,152569,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,30763.0
1256,80210,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,15595.0
1260,182226,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,33955.0
1262,549705,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,46902.0
1263,164365,L4,11062.0,L4_L,L,Primary Anchor,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,32292.0
1266,146237,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,29808.0
1268,534825,,12463.0,C3_L,L,Primary Anchor,optic,C3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,43178.0
1272,117915,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,24117.0
1279,549138,CB3864,16753.0,Tm37_L,L,Primary Anchor,optic,Tm37,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm37,left,46716.0
1280,126346,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,25964.0
1285,551306,Dm3,24233.0,Dm3c_L,L,Primary Anchor,optic,Dm3c,takemuras,,,Dm3b,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3c,left,47356.0
