leftid,rightid,celltype,annotated_name,left_name,right_name,cluster
12476851,16070049,LHN,CN-1,TR ; Down_pvl09_left,TR ; Down_pvl09_right,32
12498338,3913629,LHN,LHN-14; CN-50,Projection from LH 1_left,Projection from LH 1_right,32
4665186,17671219,LN,LHN-13; CN-49,PVM_42a_LH_left,PVM_42a_LH_right,32
no pair,9525492,KC,KC,no pair,KC76,33
16440649,no pair,KC,KC,KC no pair,no pair,33
no pair,5835815,KC,KC,no pair,KC23,33
no pair,9531722,KC,KC,no pair,KC77,33
no pair,7840203,KC,KC,no pair,KC38,33
no pair,7829784,KC,KC,no pair,KC36,33
no pair,7828725,KC,KC,no pair,KC35,33
9983191,no pair,KC,KC,KC no pair,no pair,33
no pair,7690945,KC,KC,no pair,KC33,33
16210988,no pair,KC,KC,KC no pair,no pair,33
no pair,8891315,KC,KC,no pair,KC66,33
14519048,no pair,KC,KC,KC no pair,no pair,33
14522124,no pair,KC,KC,KC no pair,no pair,33
6704232,8559607,KC,KC,KC54,KC54,33
no pair,4414426,KC,KC,no pair,KC15,33
14898295,no pair,KC,KC,KC no pair,no pair,33
no pair,5836387,KC,KC,no pair,KC29,33
no pair,5836181,KC,KC,no pair,KC26,33
no pair,9809626,KC,KC,no pair,KC91,33
no pair,3587612,KC,KC,no pair,KC7,33
3819157,no pair,KC,KC,KC no pair,no pair,33
14460113,no pair,KC,KC,KC no pair,no pair,33
8865199,no pair,KC,KC,KC no pair,no pair,33
16438190,no pair,KC,KC,KC no pair,no pair,33
no pair,7891312,KC,KC,no pair,KC40,33
8177991,no pair,KC,KC,KC no pair,no pair,33
no pair,9813188,KC,KC,no pair,KC92,33
8513389,no pair,KC,KC,KC no pair,no pair,33
no pair,8274902,KC,KC,no pair,KC48,33
16629757,no pair,KC,KC,KC no pair,no pair,33
8263140,no pair,KC,KC,KC no pair,no pair,33
16627773,no pair,KC,KC,KC no pair,no pair,33
16629931,no pair,KC,KC,KC no pair,no pair,33
8263285,no pair,KC,KC,KC no pair,no pair,33
no pair,9889095,KC,KC,no pair,KC94,33
17147410,no pair,KC,KC,KC no pair,no pair,34
no pair,9897223,KC,KC,no pair,KC95,34
2979486,9585145,LHN,no official annotation,GX; Left,GX; Right ,35
3820148,2920554,LN,PL-5,cpld-- downtoDN1 left,cpld-- downtoDN1 right,35
5053417,16188942,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,MBE29b? 2 left,MBE29b? 2 right,35
16316916,5592307,PN,FFN-37; gustatory-pharyngeal 2nd_order PN,BAmas12 dor 12 d left,BAmas12 dor 12 d right,35
11853038,12842593,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,BAmas SOG MBE2_l left,BAmas SOG MBE2_l right,35
15639216,15639331,pre-DN-SEZ,no official annotation,MB2IN-161 left alternative,MB2IN-161 right alternative,35
10658673,13045287,other,no official annotation,DPLc post intlat 1 Left; NOT a DPLc,DPLc post intlat 1 Right,35
9800031,17980698,other,no official annotation,ASB Pointer left,ASB Pointer right,35
5744058,4128002,PN-somato,noci 2nd_order PN,neuron 5744058 left,Posterior Ventral neuron right,35
11656349,16297403,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,MBE29a? 1 left,MBE29a? 1 right,35
4117305,16720240,KC,KC,KC72,KC72,36
11986594,6218461,PN,gustatory-external 2nd_order PN,I of GPhN left (ipsilateral PN to LH),I of GPhN right; (old) I1 right --- BAlc post lat ven #4 ACT comm neuron 6218462,37
5606265,19718010,ascending,unknown modality,A09 (ASB SOG-LH Dense Core)_a1l,A09 (ASB SOG-LH Dense Core)_a1r,37
21133456,18341449,other,no official annotation,BLVa12 local brush left,BLVa12 local brush right,37
19051631,8193545,other,no official annotation,BLP34 interneuron X left,BLP34 interneuron X-FORCED right ,37
16141217,13722516,LHN,no official annotation,BLAv12 2 left,BLAv12 2 right,37
16838915,8544824,other,no official annotation,BLP claw 3 left,BLP claw 3 right,37
15023806,9845997,other,no official annotation,UNK crinkled 2 left,UNK crinkled 2 right,37
19880680,9806510,other,no official annotation,BLA brancher left,BLA brancher right; Nest to telegoro,37
8348277,18302665,pre-DN-VNC,no official annotation,BLVa hook 2 left,BLVa hook 2 right,37
11144258,9800178,LN,no official annotation,SNeuron CPLd left _former: Death grip left,SNeuron CPLd right,38
9201911,17591687,LHN,no official annotation,3rd Thermo - to peduncle #2 left,3rd Thermo - to peduncle #2 right,38
9792178,2920061,LN,PL-4,DPLc_ant_lat bilateral left,DPLc_ant_lat bilateral right; DN2-1R (ASB TODO A2 11),38
12387154,8723267,LHN,no official annotation,AF7: PDL_left_sibling 35,AF7: PDL_right_sibling 35,38
11193510,3930411,LHN,no official annotation,Ruler Like Neuron left,Ruler Like Neuron right,38
11146422,19276024,PN,gustatory-external 2nd_order PN,suckerfish-like 1 (left) ,suckerfish-like 1 (right),38
2379529,3815483,LHN,no official annotation,PVL2 left,PVL2 right; BLP34 a 3,38
8755914,8741619,DN-VNC,no official annotation,peptidergic with docked vesicles_left,peptidergic with docked vesicles_right,38
8884212,19143114,other,no official annotation,Scimitar left,Scimitar right,38
12585379,13768622,other,no official annotation,neuron 12585380,neuron 13768623,38
9445876,4102413,LN,no official annotation,LH-22 BLVa12 a 11 left,LH-22 BLVa12 a 11 _right,38
9421292,5507096,LHN,no official annotation,Ashley Left **forced AXON connection at gap**,Ashley Right - unknown; BLP12 b 1,38
14514597,13986477,LHN,LHN-5,I? ; Smash's forgotten ugly cousin_possible PVL005 - 3 Left_sibling,I? ; Smash's forgotten ugly cousin_possible PVL005 - 3 Right_sibling,38
14461238,18292832,LHN,no official annotation,US2: BLP12 b 4_left,US2: BLP12 b 4_right,38
14450919,18220289,LHN,no official annotation,DPLp_left,DPLp_right,38
14333371,2932028,LHN,no official annotation,AF:uptoLN2 sibling 35_left,AF:uptoLN2 sibling 35_right,38
15686444,15638932,pre-DN-VNC,no official annotation,DPlal bilateral 1 left,DPlal bilateral 1 right,38
8398900,1869592,other,no official annotation,FLON;left,FLON;right,38
12424328,16457812,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,Gustatory? PN left; PN from MN sensory left,Gustatory? PN right,38
4778745,4319395,LHN,no official annotation,3rd Thermo - to peduncle #1 left,3rd Thermo - to peduncle #1 right,38
6494274,13986583,LHN,LHN-1,LH to pseudo bridges_left,LH to pseudo bridges_right,38
3814701,9761454,DN-SEZ,no official annotation,densecoreneuron_left,densecoreneuron_right,38
16474159,9291437,LHN,no official annotation,DPMpm2 2 left,DPMpm2 2 right,38
10955244,11248536,LHN,no official annotation,from mPN 16 neuron 10955244 left,right from mPN 16,38
10958210,17671375,pre-DN-SEZ,no official annotation,F14: PVL005 - 1 Left?,BLVa12 a 9 right,38
16494105,4108720,LHN,no official annotation,AF9: brush left,AF9: brush right,38
17420035,8705088,LHN,no official annotation,PDL1_left,PDL1_right,38
17696578,16260741,LHN,no official annotation,ASB Lander Left,ASB Lander Right,38
16544485,17937123,other,no official annotation,ASB LH Interneuron left ,ASB LH Interneuron right,38
16409132,17896997,LHN,no official annotation,BLDc LH left,BLDc LH right,38
17933822,3163105,other,no official annotation,BLVa12 tripartite left,BLVa12 tripartite right; F14: PVL005 - 1 right?,38
3946569,8813113,LHN,no official annotation,BLAd ant med 3 neuron left,BLAd ant med 3 neuron  right,38
7313896,8135412,MB-FFN,FFN-19,SEZ FFN left TODO dendrites,SEZ FFN right,38
8111135,7555968,PN,Vision PN 1; vPN; visual 2nd_order PN,nc1;left,nc1;right,38
4398543,17380092,CN,no official annotation,DPLl a 2 left,DPLl a 2 right,38
19051762,17913032,pre-DN-VNC,no official annotation,Death grip left (new name now correct pair),Death grip right,38
12425856,13173311,PN,gustatory-pharyngeal 2nd_order PN,Projection neuron LH,neuron 13173312,38
4134539,no pair,KC,KC,KC no pair,no pair,39
no pair,4227544,KC,KC,no pair,KC11,39
8262372,8068173,KC,KC,LON KC left,LON KC right,40
7187384,3664102,KC,KC,Thermo KC B_left - mbi2 - unknown,Thermo KC B_right - mbi2 - unknown,40
8118474,4229950,KC,KC,Thermo KC A_Left   -   Mushroom Body  Right,Thermo KC A_Right - Mushroom Body  Left,40
12726582,4415241,KC,KC,KC16,KC16,40
4780707,15683275,LHN,no official annotation,AF15: off suckerfish_left,AF15: off suckerfish_right,41
5474852,17591442,LN,CN-5,RQ1: 3rd - thermo orders _left,RQ1: 3rd - thermo orders _right,41
12840470,10495502,other,LHN-7,U1: WB_DPMpl1_left,U1: WB_DPMpl1_right,41
8238322,11210000,LHN,LHN-2,LH bilateral axon 1_left; BLVa12 b 2,LH bilateral axon 1_right; BLVa12 b 2,41
11135340,11645541,LN,no official annotation,S: Peptidergic_sibling 35_left,S: Peptidergic_sibling 35_right,41
no pair,8997281,KC,KC,no pair,KC70,42
no pair,3497901,KC,KC,no pair,KC4,42
no pair,3347834,KC,KC,no pair,KC3,42
no pair,10259967,KC,KC,no pair,KC99,42
8248706,no pair,KC,KC,KC no pair,no pair,42
15734988,no pair,KC,KC,KC no pair,no pair,42
8393981,no pair,KC,KC,KC no pair,no pair,42
no pair,8419602,KC,KC,no pair,KC50,42
no pair,9847388,KC,KC,no pair,KC93,42
11785627,no pair,KC,KC,KC no pair,no pair,42
16630024,no pair,KC,KC,KC no pair,no pair,42
16939375,8924186,KC,KC,KC67,KC67,42
16015738,no pair,KC,KC,KC no pair,no pair,42
12217572,no pair,KC,KC,KC no pair,no pair,42
6702830,no pair,KC,KC,KC no pair,no pair,42
no pair,7196392,KC,KC,no pair,KC31,42
no pair,8835968,KC,KC,no pair,KC64,42
8864096,no pair,KC,KC,KC no pair,no pair,42
no pair,7838405,KC,KC,no pair,KC37,42
no pair,9730873,KC,KC,no pair,KC84,42
16631222,no pair,KC,KC,KC no pair,no pair,42
no pair,29,KC,KC,no pair,KC #0,42
15861524,no pair,KC,KC,KC no pair,no pair,42
5118060,15605987,LHN,mechano-Ch 2nd_order PN,UT: BLAv12-1_left,UT: BLAv12-1_right,43
12325227,9507904,PN-somato,FFN-29; noci 2nd_order PN,Smash_left,Smash_right_sibling,43
2439067,3814853,LHN,LHN-8,T3: PVLr_left,T3: PVLr_right,43
16799939,15676571,CN,no official annotation,DPLp 1 left,DPLp 1 right,43
14818307,3932136,LHN,no official annotation,AF7: C Shaped left,AF7: C Shaped right,43
6494382,2963280,LHN,no official annotation,try5thLN_sibling 35 left,try5thLN_sibling 35 right,43
17360022,9565674,pre-DN-VNC,no official annotation,DPlal Curvy left,DPlal Curvy right,44
18648531,13665529,CN,no official annotation,Bonsai left,Bonsai right,44
16422744,15589591,pre-DN-VNC,no official annotation,BAlp4 ascending 3 left,BAlp4 ascending 3 right,44
2568522,12612426,PN,gustatory-external 2nd_order PN,Another Upper Comissure PN right,BAmd2 r Columbus of GPhN left,44
15590793,17378548,other,no official annotation,DL-LH_cand9 like left,DL-LH_cand9 like right,44
5746180,20443501,pre-DN-VNC,no official annotation,BLP34 bilateral 1 left,BLP34 bilateral 1 right,44
15519213,5791548,CN,no official annotation,DALcm12 L v p 10 left,DALcm d 5; DALcm12 v e 26 right,44
2964760,10855798,pre-DN-VNC,no official annotation,DPLd C neuron left,DPLd C neuron right,44
5747036,20443544,other,no official annotation,BLP34 descending 1 left,BLP34 descending 1 right,44
12360656,17819985,PN,gustatory-external 2nd_order PN,Gust PN to LH left,Gust PN to LH right,44
17769815,16690648,other,no official annotation,CM13 med 9 left,CM13 med 9 right; ASB TODO B1 right 5 descending at GAP,44
10961507,3232808,LHN,no official annotation,DL-LH_cand10 left,DL-LH_cand10 right; BLVa 34 b 1 right,44
17732791,15334461,DN-SEZ,no official annotation,BAmas12_ven descending 2 left,BAmas12_ven descending 2 right,44
17732085,8698941,LHN,no official annotation,DPLal 3 1 neuron left,DPLal 3 1 neuron right,44
5689639,5855343,other,no official annotation,CM13 tall ipsilateral left,CM13 tall ipsilateral right,44
17277623,10013517,PN,gustatory-external 2nd_order PN,Axon upstairs left,Axon upstairs right,44
19884188,10945581,other,no official annotation,BLVp12 sickle 2 left,BLVp12 sickle 2 right,44
14756000,13634759,PN,gustatory-external 2nd_order PN,BAla34 hairy ascending left,BAla34 hairy ascending right,44
19880740,16223688,pre-DN-VNC,no official annotation,CPa 1 left,CPa 1 right,44
13832416,5591201,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,BAmas12_dor Hook left,BAmas12_dor Hook right,44
18087179,17587452,PN,gustatory-external 2nd_order PN,BAla34 ascending 2 left,BAla34 ascending 2 right,44
13833814,16316981,DN-SEZ,no official annotation,BAmas12_dor descending 2 left,BAmas12_dor descending 2 right,44
5678582,17658943,other,no official annotation,CPa 2 left,CPa 2 right,44
11029359,3232277,CN,no official annotation,DL-LH_cand9 left 11029360,DL-LH_cand9 right,44
17036160,15547235,PN,gustatory-external 2nd_order PN,BAmd1 PN 2 right,BAmd1 PN 2 left,44
17036132,11157622,PN,gustatory-external 2nd_order PN,BAmd1 PN 1 right,BAmd1 PN 1 left,44
12452356,6250655,other,no official annotation,BAlc post ascending 2 left,BAlc post ascending 2 right,44
16959698,17658907,other,no official annotation,CPa 2-like left,CPa 2-like right,44
18527962,19508873,DN-VNC,no official annotation,neuron 18527963_pair001,Neuron 19508874_pair001,44
12500843,13242336,other,no official annotation,BAla12 ascending 2 left,BAla12 ascending 2 right,44
17557290,10946002,CN,no official annotation,BLVp12 sickle 3 left,BLVp12 sickle 3 right,44
5186443,4346154,other,no official annotation,DALcm12 L m ant lat 1 left,DALcm_r right,45
14519756,7467027,pre-DN-VNC,no official annotation,R1: upstream of telephone_left,R1: upstream of telephone; LH LN? right,46
21136945,17654638,PN-somato,mechano-Ch 2nd_order PN,MIXED bilateral left,MIXED bilateral right,46
5657004,5134110,pre-DN-VNC,no official annotation,"receives from telephone, outputs onto telegoro L","receives from telephone, outputs onto telegoro R",46
16848497,9798791,MB-FFN,FFN-33,Basal Tel-like 9 left,Basal Tel-like 9 right,46
5691934,3862443,PN-somato,noci 2nd_order PN,telephone-1L,telephone-1R,46
8253620,18639459,pre-DN-VNC,no official annotation,MB2IN-159 left alternative,LH bilateral axon 6,46
17732031,11081239,pre-DN-VNC,no official annotation,AF: DPLal BPL-to-medial_left,AF: DPLal BPL-to-medial_right,46
10893103,9720614,PN-somato,noci 2nd_order PN,Ipsiphone L,Ipsiphone R,46
11291653,8412625,PN-somato,noci 2nd_order PN,Basal Tel-like 2 left,Basal Tel-like 2 right,46
11037238,7719118,LHN,noci 2nd_order PN,down_PVL09_PN-OLP_left,down_PVL09_PN-OLP_right,46
11084320,8461082,pre-DN-VNC,no official annotation,Basal Tel-like 10 left,Basal Tel-like 10 right,46
12839441,17125520,LHN,LHN-18; CN-54,LH bilateral axon 5_left,LH bilateral axon 5_right,47
5679304,8689148,MB-FFN,FFN-34,ASB TODO left from mPN 6,CP23 v 7,47
10018260,17379372,LHN,no official annotation,CM4 dor med_l; CM4 dor ant 8 left,CM4 dor med_r; CM4 dor ant 8 right,47
8203947,17952967,LHN,no official annotation,PDM1 left,PDM1 right,47
4433960,13806524,CN,no official annotation,NQ: BAla1/2_left,NQ: BAla12_right,47
4680995,17806341,LHN,LHN-4; PL-2; noci 2nd_order PN,LH bilateral axon 3_left,LH bilateral axon 3_right,47
12670738,17847543,MB-FFN,FFN-31,PN to MBE,R1; Neuron 17847544,47
12667895,17425996,PN-somato,noci 2nd_order PN,Hairbrush_left ,Hairbrush_right,47
8423405,11137808,LHN,CN-3,UE: down pOLP&PVL09_left,UE: down pOLP&PVL09_right,47
8539175,13988443,CN,CN-40,TT ;  BAmd1 v r _Kathak_right,TT ;  BAmd1 v r _Kathak_left,47
11004239,8069478,LHN,LHN-17; CN-53,offPVL09_left (bilateral DS LH),offPVL09_right (bilateral DS LH),47
12617396,3844799,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,L left (PN to LH),L right (PN to LH),47
17361757,12813847,LHN,CN-27,LH Processor_left,LH Processor_right,47
19045334,9585036,LHN,no official annotation,LH_sibling 67 like left,LH_sibling 67 like right,47
14319498,17942676,LHN,no official annotation,LH_sibling 67 left,LH_sibling 67 right,47
16100461,8711574,LHN,no official annotation,T2: BLAv1 3 _sibling_left,T2: BLAv1 3 _sibling_right,47
2988292,19046339,pre-DN-VNC,_Two-headed cobra,Two-headed cobra left,Two-headed cobra right,47
10209260,17437719,MB-FBN,FBN-18,AE_left,AE_right,47
17038587,8065771,LHN,CN-29,MJ: LNM_downstream4_left,MJ: LNM_downstream4_right,47
8838927,17107661,MB-FFN,FFN-32,neuron 8838928,Neuron 17107662 (BAla12),47
4422289,11605861,LHN,no official annotation,SKT_left,SKT_right,47
15985265,17827115,other,no official annotation,BLD interneuron left,BLD interneuron right,48
16096934,13049485,pre-DN-SEZ,no official annotation,DPLm ant lat 3? left -gap issue?,DPLm ant lat 3 right,48
5745110,4127926,pre-DN-VNC,no official annotation,BLP34 bilateral 2 left,BLP34 bilateral 2 right,48
11934261,15633329,other,no official annotation,DPlal ipsilateral 1 left,DPlal ipsilateral 1 right; PVL09 downstream,48
16283590,17588623,other,no official annotation,not MB2IN-159,ASB Strange Neurites right (defect?),48
17513284,17361566,other,no official annotation,BLAv12 1 left,BLAv12 1 right,48
2979675,7422253,pre-DN-VNC,no official annotation,DPLam Talon 1 left,DPLam Talon 1 right; DALl1 4,48
12509506,16841026,other,no official annotation,BLA ipsilateral left,BLA ipsilateral right,48
14782250,3235409,other,no official annotation,Rose 1 left,Rose 1 right,48
8167696,7429933,pre-DN-VNC,no official annotation,DPLam Talon 2 left,DPLam Talon 2 right; DALl1 6 STBA,48
16631248,no pair,KC,KC,KC no pair,no pair,49
no pair,8427677,KC,KC,no pair,KC51,49
14319960,no pair,KC,KC,KC no pair,no pair,49
14255342,no pair,KC,KC,KC no claws,no pair,49
no pair,8504660,KC,KC,no pair,KC52,49
16627950,no pair,KC,KC,KC no claws,no pair,49
no pair,8509987,KC,KC,no pair,KC53,49
no pair,16625432,KC,KC,no pair,KC30,49
no pair,9707941,KC,KC,no pair,KC83,49
16017113,no pair,KC,KC,KC no pair,no pair,49
no pair,677717,KC,KC,no pair,KC1,49
no pair,4982172,KC,KC,no pair,KC19,49
no pair,10169396,KC,KC,no pair,KC97,49
no pair,3522293,KC,KC,no pair,KC5,49
3819171,no pair,KC,KC,KC no pair,no pair,49
15722306,no pair,KC,KC,KC no claws,no pair,49
15691114,no pair,KC,KC,KC no claws,no pair,49
16440704,no pair,KC,KC,KC no pair,no pair,49
11691640,no pair,KC,KC,KC no claws,no pair,49
8318678,no pair,KC,KC,KC no claws,no pair,49
10282065,5946241,PN-somato,mechano-Ch 2nd_order PN,BLAv12 lat bilateral neuron 1 left,BLAv12 lat bilateral neuron 1 right,50
15632282,16884085,other,no official annotation,DPLl bilateral 1 left,DPLl bilateral 1 right,50
15608953,15632120,pre-DN-VNC,no official annotation,"MB2IN-162/163 like left; Bilateral above BPL, DS BTL4_left",MB2IN-162/163 like right,50
17360038,17378483,pre-DN-VNC,no official annotation,DPlal outer bilateral 1 left,DPlal outer bilateral 1 right,50
10922928,3149791,pre-DN-VNC,no official annotation,telephone-related left,telephone-related right,50
3060480,17380080,pre-DN-VNC,no official annotation,DPLl Gnarly left,DPLl Gnarly right,50
17360010,15638906,pre-DN-VNC,no official annotation,DPLal 3 L,DPLal 3 R,50
3048606,3009700,DN-VNC,no official annotation,Coaster (NPF) Left,Coaster (NPF) Right ,50
10922020,17123466,LHN,no official annotation,f_down pOLP left,f_down pOLP right,50
5033480,5700090,pre-DN-VNC,no official annotation,Partner 27,neuron 5700091 STBA#paired with Partner 27,50
19395500,8559525,other,no official annotation,Downstream Downstream A00c left,Downstream Downstream A00c right,50
16799809,16369928,other,no official annotation,neuron 16799810,GP ; Right,50
16630479,17012001,other,no official annotation,BLAvm bilateral neuron 1 left,BLAvm bilateral neuron 1 right,50
12371688,9811608,LHN,no official annotation,BLVa_t bilateral left,BLVa_t bilateral right,50
10885466,12548756,pre-DN-VNC,no official annotation,BLAvm bilateral neuron 7 left,BLAvm bilateral neuron 7 right; VLP LAL ,50
17729110,16399845,LHN,no official annotation,BLAvm bilateral neuron 5 left,BLAvm bilateral neuron 5 right,50
5712849,3166836,other,no official annotation,BLVa ascending 1 left,BLVa ascending 1 right; DL-LH_cand3_no,50
17804729,11050498,pre-DN-VNC,no official annotation,BLVp1 bilateral 6 left,BLVp1 bilateral 6 right,50
2438653,10627239,pre-DN-VNC,no official annotation,MB2IN-162 left; PDLr,"Bilateral above BPL, DS BTL4_right",50
9835169,9503203,sensory,respiratory,v'td_a4l (Abdominal Sensory),v'td_a4r (Abdominal Sensory),51
16424131,13167025,DN-SEZ,no official annotation,BAmas12_ven descending 1 left,BAmas12_ven descending 1 right,51
8347907,5503982,pre-DN-VNC,no official annotation,BLVa_t ascending medial 3 left,BLVa_t ascending medial 3 right,52
8347720,18302610,pre-DN-VNC,no official annotation,BLVa hook 3 left,BLVa hook 3 right,52
9795662,15250080,DN-SEZ,no official annotation,BAmas12_ven descending 4 left,BAmas12_ven descending 4 right,52
3882998,11261332,DN-SEZ,no official annotation,CP contra to SEZ left; MB1: incomplete neuron with soma,CP contra to SEZ right; CP4 6,52
10609443,6114695,DN-VNC,no official annotation,CM4-dm Switcheroo 2 left,CM4-dm Switcheroo 2 right; DPMpm b 5; CM4 dor pos 5,52
5671303,8696919,pre-DN-VNC,no official annotation,DPlal crinkled 1 left,DPlal crinkled 1 right; DPLal 2 1 neuron 8696920,52
19929273,20479959,other,no official annotation,BLP34 looper 1 left,BLP34 looper 1 right,52
17360076,15655801,pre-DN-VNC,no official annotation,DPlal simple bilateral e left,DPlal simple bilateral g right; DPLal 1 R,52
17473163,16571210,DN-VNC,no official annotation,DPMl contralateral descending left,DPMl contralateral descending right,52
14995061,16629886,other,no official annotation,BLAvm bilateral neuron 3 left,BLAvm bilateral neuron 3 right; VLP LAL,52
16636860,11623145,pre-DN-VNC,no official annotation,DPLl a 1 left,DPLl a 1 right,52
17732737,2663649,other,no official annotation,DPMl a 5 left,DPMl a 5 right,52
15063529,17326213,other,no official annotation,BLVa ascending 1-like left,BLVa ascending 1-like right,52
2511238,3093284,ascending,A00c_a4; noci,A00c_a4l,A00c_a4r,52
15365184,5512988,DN-VNC,no official annotation,CPd descending ipsilateral left,CPd descending ipsilateral right,52
15680043,15680292,other,no official annotation,BLVp12 sickle 4 left - missing dendrite,BLVp12 sickle 4 right,52
9787859,11941255,DN-SEZ,no official annotation,Inter2 left ,Inter2 right,52
15676016,3058132,pre-DN-VNC,PL-7,DPlal simple bilateral 2 left,DPlal simple bilateral 2 right,52
1042538,1690576,ascending,A00c_a6; noci,A00c_a6l,A00c_a6r,52
5577650,13358515,other,no official annotation,MIXED brancher left,MIXED brancher right,52
17165429,9513911,other,no official annotation,MIXED small fork left,MIXED small fork right,52
18149325,14757050,pre-DN-VNC,no official annotation,DALv1 5 left,DALv1 5 right,52
4400767,13751194,RGN,no official annotation,DH44 2 left,DH44 2 right,52
17086412,17362538,pre-DN-VNC,no official annotation,BLVa_t ascending medial 1 left,BLVa_t ascending medial 1 right,52
15588711,10945795,DN-VNC,no official annotation,BLVp12 descending left,BLVp12 descending right,52
8391330,5993765,DN-VNC,no official annotation,DPMl a 2 DPPT neuron left,DPMl a 2 DPPT neuron right,52
10716080,3595837,DN-VNC,no official annotation,DPMm1 Brain descending into VNC left,DPMm1 Brain descending into VNC right,52
16501652,10877689,other,no official annotation,BLVa12 local-like left; ASB TODO A2 left 5,BLVa12 local-like right;Above BPL local 3; BLVa12 a 1,52
16366055,17654645,pre-DN-VNC,no official annotation,BLAvm bilateral neuron 6 left,BLAvm bilateral neuron 6 right,52
5764924,10947427,DN-SEZ,no official annotation,Telegoro-like 2 L,Telegoro-like 2 R,52
5763407,10945111,DN-VNC,no official annotation,BLVp12 descending-like left,BLVp12 descending-like right,52
6604203,2670619,DN-SEZ,no official annotation,putative 11H10 left,putative 11H10 right,52
6623049,17654634,LN,no official annotation,MIXED forked left,MIXED forked right,52
3819859,4127944,other,no official annotation,BLP34 looper 2 left; right_cpld,BLP34 looper 2 right,52
1011675,15541944,sensory,gustatory-pharyngeal,AN-L-Sens-B2-ACp-02,AN-R-Sens-B2-ACp-02,52
6723364,10198121,PN-somato,noci 2nd_order PN,BLDc fork left,BLDc fork right; BPL local 7?,52
10949382,16945771,ascending,mechano-Ch,A08(X16)_a1l (A07_a1l),A08(X16)_a1r (A07_a1r),52
17360014,9698907,other,no official annotation,DPlal ipsilateral 2 left,DPlal ipsilateral 2 right; BPL with axon around peduncle,52
16356967,10319019,PN-somato,Tel10; noci 2nd_order PN,Tel-like 10 left,Tel-like 10 right,52
11003696,3167039,other,no official annotation,BLVa12 local left,BLVa12 local right; DL-LH_cand4; BLVa12 a 6 (Wrong Connection),52
3928574,5890323,RGN,no official annotation,CA-LP-2_left2,CA-LP-2_right1,52
10378182,16713231,other,no official annotation,PVM21?_left,PVM21?_right (= Pre-goro15); CM4 dor pos 12 DNs,52
16431065,17587710,other,no official annotation,BAla34 large span neuron left,BAla34 large span neuron right,52
10728318,3598000,DN-VNC,no official annotation,DPMm1 Brain descending into VNC 2 left,DPMm1 Brain descending into VNC 2 right,52
5684940,7982324,DN-SEZ,no official annotation,CPf descending 2 left,CPf descending 2 right,52
10728323,2655798,DN-SEZ,no official annotation,DPMm1 ipsilateral descending left,DPMm1 ipsilateral descending right,52
18058644,8939384,PN-somato,noci 2nd_order PN,BLP34 bilateral 3 left,BLP34 bilateral 3 right,52
17321919,4215611,DN-SEZ,no official annotation,DPMl Sloppy left,DPMl Sloppy right,52
16434824,17355860,other,no official annotation,BAla34 ascending 3 left,BAla34 ascending 3 right,52
14570370,13724377,other,no official annotation,BAla34 bilateral 1 left,BAla34 bilateral 1 right,52
7227010,16115575,DN-VNC,no official annotation,CM4-dm Switcheroo 4 left,CM4-dm Switcheroo 4 right; CM4 dor pos 11 DNs,52
7694589,8271034,LN,no official annotation,LONI;left,LONI;right,52
17047087,7431625,LHN,no official annotation,S2: DPLam r 5_left ,S2: DPLam l 5_ right,53
5484314,12746220,other,no official annotation,DPLl 2 left,DPLl 2 right,53
10710503,18142558,LHN,no official annotation,CM4 do pos 3 left,CM4 do pos 3 right,53
16906721,5590611,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,BAmas12_dor ascending 1 left,BAmas12_dor ascending 1 right,53
3543931,13795090,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,BAmas SOG MBE1_l (acbiliblo (left)),BAmas SOG MBE1_l (acbiliblo (right)),53
11051740,7421507,MB-FFN,FFN-13,DALl1 2 left,DALl1 2 right,53
7582489,7977834,LHN,no official annotation,PDL005 - 3rd-order Thermo AP (D CB)1 Left,PDL005 - 3rd-order Thermo AP (D CB)1 Right,53
15825861,10944822,other,no official annotation,bridge-like left,bridge-like right,53
5963873,4101621,LHN,no official annotation,AF2: PDLl2_left_sibling 35,AF2: PDLl2_right_sibling 35,53
16637377,7962986,other,no official annotation,plume left; Left Bridge IV ????,plume right,53
16386470,17013169,LHN,no official annotation,AL ; CP2/3d obPl 8_sibling; CP23 d 3_left,AL: CP23 d 3_right,53
11003707,17525174,LN,no official annotation,DL-LH_cand6_sibling left; BLVa12 a 7,DL-LH_cand6_sibling right; BLVa12 a 7,53
16089738,9641919,CN,no official annotation,S_left,S_right,53
9983417,17658884,pre-DN-VNC,no official annotation,CPb pointer 2 left,CPb pointer 2 right; CP23 d 12,53
4379603,8307514,LHN,no official annotation,DPLl i 2(BLDa b 2 pep) left,DPLl i 2(BLDa b 2 pep) right,53
